[2023-13-08 07:12:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:12:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:46:10]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:46:10]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:48:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:48:25]: DEBUG: collection_links is array.
[2023-13-08 07:51:42]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:51:42]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:51:42]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:51:42]: DEBUG: collection_links is array.
[2023-13-08 07:54:14]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:54:14]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:54:14]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:54:14]: DEBUG: collection_links is array.
[2023-13-08 07:56:39]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:56:39]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:56:39]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:56:39]: DEBUG: collection_links is array.
[2023-13-08 07:57:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:57:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:57:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:57:25]: DEBUG: collection_links is array.
[2023-13-08 08:28:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:28:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:28:32]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:28:32]: DEBUG: collection_links is array.
[2023-13-08 08:29:58]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:29:58]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:39:50]: DEBUG: collection_links array build section:
[2023-13-08 08:39:50]: DEBUG: collection_links array build section:
[2023-13-08 08:39:50]: DEBUG: The collection_links array has been creaetd properly. It contains 0 links.
[2023-13-08 08:40:02]: DEBUG: collection_href=[ansible/builtin/]
[2023-13-08 08:40:02]: DEBUG: modules_url=[https://docs.ansible.com/ansible/latest/collections/ansible/builtin/index.html#plugin-index]
[2023-13-08 08:40:02]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/ansible/builtin/index.html#plugin-index],element_name=[modules]
[2023-13-08 08:40:03]: DEBUG: _fetch_module_index_ returned module_list=[
Modules

add_host module – Add a host (and alternatively a group) to the ansible-playbook in-memory inventory
apt module – Manages apt-packages
apt_key module – Add or remove an apt key
apt_repository module – Add and remove APT repositories
assemble module – Assemble configuration files from fragments
assert module – Asserts given expressions are true
async_status module – Obtain status of asynchronous task
blockinfile module – Insert/update/remove a text block surrounded by marker lines
command module – Execute commands on targets
copy module – Copy files to remote locations
cron module – Manage cron.d and crontab entries
deb822_repository module – Add and remove deb822 formatted repositories
debconf module – Configure a .deb package
debug module – Print statements during execution
dnf module – Manages packages with the dnf package manager
dnf5 module – Manages packages with the dnf5 package manager
dpkg_selections module – Dpkg package selection selections
expect module – Executes a command and responds to prompts
fail module – Fail with custom message
fetch module – Fetch files from remote nodes
file module – Manage files and file properties
find module – Return a list of files based on specific criteria
gather_facts module – Gathers facts about remote hosts
get_url module – Downloads files from HTTP, HTTPS, or FTP to node
getent module – A wrapper to the unix getent utility
git module – Deploy software (or files) from git checkouts
group module – Add or remove groups
group_by module – Create Ansible groups based on facts
hostname module – Manage hostname
import_playbook module – Import a playbook
import_role module – Import a role into a play
import_tasks module – Import a task list
include module – Include a task list
include_role module – Load and execute a role
include_tasks module – Dynamically include a task list
include_vars module – Load variables from files, dynamically within a task
iptables module – Modify iptables rules
known_hosts module – Add or remove a host from the known_hosts file
lineinfile module – Manage lines in text files
meta module – Execute Ansible ‘actions’
package module – Generic OS package manager
package_facts module – Package information as facts
pause module – Pause playbook execution
ping module – Try to connect to host, verify a usable python and return pong on success
pip module – Manages Python library dependencies
raw module – Executes a low-down and dirty command
reboot module – Reboot a machine
replace module – Replace all instances of a particular string in a file using a back-referenced regular expression
rpm_key module – Adds or removes a gpg key from the rpm db
script module – Runs a local script on a remote node after transferring it
service module – Manage services
service_facts module – Return service state information as fact data
set_fact module – Set host variable(s) and fact(s).
set_stats module – Define and display stats for the current ansible run
setup module – Gathers facts about remote hosts
shell module – Execute shell commands on targets
slurp module – Slurps a file from remote nodes
stat module – Retrieve file or file system status
subversion module – Deploys a subversion repository
systemd_service module – Manage systemd units
sysvinit module – Manage SysV services.
tempfile module – Creates temporary files and directories
template module – Template a file out to a target host
unarchive module – Unpacks an archive after (optionally) copying it from the local machine
uri module – Interacts with webservices
user module – Manage user accounts
validate_argument_spec module – Validate role argument specs.
wait_for module – Waits for a condition before continuing
wait_for_connection module – Waits until remote system is reachable/usable
yum module – Manages packages with the yum package manager
yum_repository module – Add or remove YUM repositories



]
[2023-13-08 08:40:03]: DEBUG: __curl_module_index:modules=[]
[2023-13-08 08:40:06]: DEBUG: rewble->collection=[ansible.builtin]
[2023-13-08 08:40:06]: DEBUG: rewble->collection_modules=[1
[2023-13-08 08:40:13]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/ansible/builtin/apt_key_module.html#examples],element_name=[examples]
[2023-13-08 08:41:10]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:41:10]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:41:10]: DEBUG: Calling _show_collection_index_ with collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:41:10]: DEBUG: show_collection_index called, and collection_links is not array.  Variable for collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]. If url var is blank check configuration. If Url is correct check internet access and DNS resolution. Making second attempt
[2023-13-08 08:41:10]: DEBUG: The url provided to fetch the collection index url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:41:10]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/index.html],element_name=[collection-index]
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: collection_links array build section:
[2023-13-08 08:41:10]: DEBUG: The collection_links array has been creaetd properly. It contains 0 links.
[2023-13-08 08:45:18]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:45:18]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:45:18]: DEBUG: Calling _show_collection_index_ with collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:45:18]: DEBUG: show_collection_index called, and collection_links is not array.  Variable for collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]. If url var is blank check configuration. If Url is correct check internet access and DNS resolution. Making second attempt
[2023-13-08 08:45:18]: DEBUG: The url provided to fetch the collection index url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:45:18]: DEBUG: collection_links array build section:
[2023-13-08 08:45:18]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/index.html],element_name=[collection-index]
[2023-13-08 08:45:19]: DEBUG: The collection_links array has been creaetd properly. It contains 0 links.
[2023-13-08 08:45:24]: DEBUG: collection_href=[community/general/]
[2023-13-08 08:45:24]: DEBUG: modules_url=[https://docs.ansible.com/ansible/latest/collections/community/general/index.html#plugin-index]
[2023-13-08 08:45:24]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/community/general/index.html#plugin-index],element_name=[modules]
[2023-13-08 08:45:25]: DEBUG: _fetch_module_index_ returned module_list=[
Modules

aerospike_migrations module – Check or wait for migrations between nodes
airbrake_deployment module – Notify airbrake about app deployments
aix_devices module – Manages AIX devices
aix_filesystem module – Configure LVM and NFS file systems for AIX
aix_inittab module – Manages the inittab on AIX
aix_lvg module – Manage LVM volume groups on AIX
aix_lvol module – Configure AIX LVM logical volumes
alerta_customer module – Manage customers in Alerta
ali_instance module – Create, Start, Stop, Restart or Terminate an Instance in ECS; Add or Remove Instance to/from a Security Group
ali_instance_info module – Gather information on instances of Alibaba Cloud ECS
alternatives module – Manages alternative programs for common commands
ansible_galaxy_install module – Install Ansible roles or collections using ansible-galaxy
apache2_mod_proxy module – Set and/or get members’ attributes of an Apache httpd 2.4 mod_proxy balancer pool
apache2_module module – Enables/disables a module of the Apache2 webserver
apk module – Manages apk packages
apt_repo module – Manage APT repositories via apt-repo
apt_rpm module – APT-RPM package manager
archive module – Creates a compressed archive of one or more files or trees
atomic_container module – Manage the containers on the atomic host platform
atomic_host module – Manage the atomic host platform
atomic_image module – Manage the container images on the atomic host platform
awall module – Manage awall policies
beadm module – Manage ZFS boot environments on FreeBSD/Solaris/illumos systems
bearychat module – Send BearyChat notifications
bigpanda module – Notify BigPanda about deployments
bitbucket_access_key module – Manages Bitbucket repository access keys
bitbucket_pipeline_key_pair module – Manages Bitbucket pipeline SSH key pair
bitbucket_pipeline_known_host module – Manages Bitbucket pipeline known hosts
bitbucket_pipeline_variable module – Manages Bitbucket pipeline variables
bower module – Manage bower packages with bower
btrfs_info module – Query btrfs filesystem info
btrfs_subvolume module – Manage btrfs subvolumes
bundler module – Manage Ruby Gem dependencies with Bundler
bzr module – Deploy software (or files) from bzr branches
campfire module – Send a message to Campfire
capabilities module – Manage Linux capabilities
cargo module – Manage Rust packages with cargo
catapult module – Send a sms / mms using the catapult bandwidth api
circonus_annotation module – Create an annotation in circonus
cisco_webex module – Send a message to a Cisco Webex Teams Room or Individual
clc_aa_policy module – Create or Delete Anti Affinity Policies at CenturyLink Cloud
clc_alert_policy module – Create or Delete Alert Policies at CenturyLink Cloud
clc_blueprint_package module – Deploys a blue print package on a set of servers in CenturyLink Cloud
clc_firewall_policy module – Create/delete/update firewall policies
clc_group module – Create/delete Server Groups at Centurylink Cloud
clc_loadbalancer module – Create, Delete shared loadbalancers in CenturyLink Cloud
clc_modify_server module – Modify servers in CenturyLink Cloud
clc_publicip module – Add and Delete public ips on servers in CenturyLink Cloud
clc_server module – Create, Delete, Start and Stop servers in CenturyLink Cloud
clc_server_snapshot module – Create, Delete and Restore server snapshots in CenturyLink Cloud
cloud_init_data_facts module – Retrieve facts of cloud-init
cloudflare_dns module – Manage Cloudflare DNS records
cobbler_sync module – Sync Cobbler
cobbler_system module – Manage system objects in Cobbler
composer module – Dependency Manager for PHP
consul module – Add, modify & delete services within a consul cluster
consul_acl module – Manipulate Consul ACL keys and rules
consul_kv module – Manipulate entries in the key/value store of a consul cluster
consul_policy module – Manipulate Consul policies
consul_session module – Manipulate consul sessions
copr module – Manage one of the Copr repositories
cpanm module – Manages Perl library dependencies
cronvar module – Manage variables in crontabs
crypttab module – Encrypted Linux block devices
datadog_downtime module – Manages Datadog downtimes
datadog_event module – Posts events to Datadog  service
datadog_monitor module – Manages Datadog monitors
dconf module – Modify and read dconf database
deploy_helper module – Manages some of the steps common in deploying projects
dimensiondata_network module – Create, update, and delete MCP 1.0 & 2.0 networks
dimensiondata_vlan module – Manage a VLAN in a Cloud Control network domain
discord module – Send Discord messages
django_manage module – Manages a Django application
dnf_versionlock module – Locks package versions in dnf based systems
dnsimple module – Interface with dnsimple.com (a DNS hosting service)
dnsimple_info module – Pull basic info from DNSimple API
dnsmadeeasy module – Interface with dnsmadeeasy.com (a DNS hosting service)
dpkg_divert module – Override a debian package’s version of a file
easy_install module – Installs Python libraries
ejabberd_user module – Manages users for ejabberd servers
elasticsearch_plugin module – Manage Elasticsearch plugins
emc_vnx_sg_member module – Manage storage group member on EMC VNX
etcd3 module – Set or delete key value pairs from an etcd3 cluster
facter module – Runs the discovery program facter on the remote system
filesize module – Create a file with a given size, or resize it if it exists
filesystem module – Makes a filesystem
flatpak module – Manage flatpaks
flatpak_remote module – Manage flatpak repository remotes
flowdock module – Send a message to a flowdock
gandi_livedns module – Manage Gandi LiveDNS records
gconftool2 module – Edit GNOME Configurations
gconftool2_info module – Retrieve GConf configurations
gem module – Manage Ruby gems
git_config module – Read and write git configuration
github_deploy_key module – Manages deploy keys for GitHub repositories
github_issue module – View GitHub issue
github_key module – Manage GitHub access keys
github_release module – Interact with GitHub Releases
github_repo module – Manage your repositories on Github
github_webhook module – Manage GitHub webhooks
github_webhook_info module – Query information about GitHub webhooks
gitlab_branch module – Create or delete a branch
gitlab_deploy_key module – Manages GitLab project deploy keys
gitlab_group module – Creates/updates/deletes GitLab Groups
gitlab_group_members module – Manage group members on GitLab Server
gitlab_group_variable module – Creates, updates, or deletes GitLab groups variables
gitlab_hook module – Manages GitLab project hooks
gitlab_instance_variable module – Creates, updates, or deletes GitLab instance variables
gitlab_merge_request module – Create, update, or delete GitLab merge requests
gitlab_project module – Creates/updates/deletes GitLab Projects
gitlab_project_badge module – Manage project badges on GitLab Server
gitlab_project_members module – Manage project members on GitLab Server
gitlab_project_variable module – Creates/updates/deletes GitLab Projects Variables
gitlab_protected_branch module – Manage protection of existing branches
gitlab_runner module – Create, modify and delete GitLab Runners
gitlab_user module – Creates/updates/deletes/blocks/unblocks GitLab Users
grove module – Sends a notification to a grove.io channel
gunicorn module – Run gunicorn with various settings
haproxy module – Enable, disable, and set weights for HAProxy backend servers using socket commands
heroku_collaborator module – Add or delete app collaborators on Heroku
hg module – Manages Mercurial (hg) repositories
hipchat module – Send a message to Hipchat
homebrew module – Package manager for Homebrew
homebrew_cask module – Install and uninstall homebrew casks
homebrew_tap module – Tap a Homebrew repository
homectl module – Manage user accounts with systemd-homed
honeybadger_deployment module – Notify Honeybadger.io about app deployments
hpilo_boot module – Boot system using specific media through HP iLO interface
hpilo_info module – Gather information through an HP iLO interface
hponcfg module – Configure HP iLO interface using hponcfg
htpasswd module – Manage user files for basic authentication
hwc_ecs_instance module – Creates a resource of Ecs/Instance in Huawei Cloud
hwc_evs_disk module – Creates a resource of Evs/Disk in Huawei Cloud
hwc_network_vpc module – Creates a Huawei Cloud VPC
hwc_smn_topic module – Creates a resource of SMNTopic in Huaweicloud Cloud
hwc_vpc_eip module – Creates a resource of Vpc/EIP in Huawei Cloud
hwc_vpc_peering_connect module – Creates a resource of Vpc/PeeringConnect in Huawei Cloud
hwc_vpc_port module – Creates a resource of Vpc/Port in Huawei Cloud
hwc_vpc_private_ip module – Creates a resource of Vpc/PrivateIP in Huawei Cloud
hwc_vpc_route module – Creates a resource of Vpc/Route in Huawei Cloud
hwc_vpc_security_group module – Creates a resource of Vpc/SecurityGroup in Huawei Cloud
hwc_vpc_security_group_rule module – Creates a resource of Vpc/SecurityGroupRule in Huawei Cloud
hwc_vpc_subnet module – Creates a resource of Vpc/Subnet in Huawei Cloud
ibm_sa_domain module – Manages domains on IBM Spectrum Accelerate Family storage systems
ibm_sa_host module – Adds hosts to or removes them from IBM Spectrum Accelerate Family storage systems
ibm_sa_host_ports module – Add host ports on IBM Spectrum Accelerate Family storage systems
ibm_sa_pool module – Handles pools on IBM Spectrum Accelerate Family storage systems
ibm_sa_vol module – Handle volumes on IBM Spectrum Accelerate Family storage systems
ibm_sa_vol_map module – Handles volume mapping on IBM Spectrum Accelerate Family storage systems
icinga2_feature module – Manage Icinga2 feature
icinga2_host module – Manage a host in Icinga2
idrac_redfish_command module – Manages Out-Of-Band controllers using iDRAC OEM Redfish APIs
idrac_redfish_config module – Manages servers through iDRAC using Dell Redfish APIs
idrac_redfish_info module – Gather PowerEdge server information through iDRAC using Redfish APIs
ilo_redfish_command module – Manages Out-Of-Band controllers using Redfish APIs
ilo_redfish_config module – Sets or updates configuration attributes on HPE iLO with Redfish OEM extensions
ilo_redfish_info module – Gathers server information through iLO using Redfish APIs
imc_rest module – Manage Cisco IMC hardware through its REST API
imgadm module – Manage SmartOS images
infinity module – Manage Infinity IPAM using Rest API
influxdb_database module – Manage InfluxDB databases
influxdb_query module – Query data points from InfluxDB
influxdb_retention_policy module – Manage InfluxDB retention policies
influxdb_user module – Manage InfluxDB users
influxdb_write module – Write data points into InfluxDB
ini_file module – Tweak settings in INI files
installp module – Manage packages on AIX
interfaces_file module – Tweak settings in /etc/network/interfaces files
ip_netns module – Manage network namespaces
ipa_config module – Manage Global FreeIPA Configuration Settings
ipa_dnsrecord module – Manage FreeIPA DNS records
ipa_dnszone module – Manage FreeIPA DNS Zones
ipa_group module – Manage FreeIPA group
ipa_hbacrule module – Manage FreeIPA HBAC rule
ipa_host module – Manage FreeIPA host
ipa_hostgroup module – Manage FreeIPA host-group
ipa_otpconfig module – Manage FreeIPA OTP Configuration Settings
ipa_otptoken module – Manage FreeIPA OTPs
ipa_pwpolicy module – Manage FreeIPA password policies
ipa_role module – Manage FreeIPA role
ipa_service module – Manage FreeIPA service
ipa_subca module – Manage FreeIPA Lightweight Sub Certificate Authorities
ipa_sudocmd module – Manage FreeIPA sudo command
ipa_sudocmdgroup module – Manage FreeIPA sudo command group
ipa_sudorule module – Manage FreeIPA sudo rule
ipa_user module – Manage FreeIPA users
ipa_vault module – Manage FreeIPA vaults
ipbase_info module – Retrieve IP geolocation and other facts of a host’s IP address using the ipbase.com API
ipify_facts module – Retrieve the public IP of your internet gateway
ipinfoio_facts module – Retrieve IP geolocation facts of a host’s IP address
ipmi_boot module – Management of order of boot devices
ipmi_power module – Power management for machine
iptables_state module – Save iptables state into a file or restore it from a file
ipwcli_dns module – Manage DNS Records for Ericsson IPWorks via ipwcli
irc module – Send a message to an IRC channel or a nick
iso_create module – Generate ISO file with specified files or folders
iso_customize module – Add/remove/change files in ISO file
iso_extract module – Extract files from an ISO image
jabber module – Send a message to jabber user or chat room
java_cert module – Uses keytool to import/remove certificate to/from java keystore (cacerts)
java_keystore module – Create a Java keystore in JKS format
jboss module – Deploy applications to JBoss
jenkins_build module – Manage jenkins builds
jenkins_job module – Manage jenkins jobs
jenkins_job_info module – Get information about Jenkins jobs
jenkins_plugin module – Add or remove Jenkins plugin
jenkins_script module – Executes a groovy script in the jenkins instance
jira module – Create and modify issues in a JIRA instance
kdeconfig module – Manage KDE configuration files
kernel_blacklist module – Blacklist kernel modules
keycloak_authentication module – Configure authentication in Keycloak
keycloak_authentication_required_actions module – Allows administration of Keycloak authentication required actions
keycloak_authz_authorization_scope module – Allows administration of Keycloak client authorization scopes via Keycloak API
keycloak_authz_permission module – Allows administration of Keycloak client authorization permissions via Keycloak API
keycloak_authz_permission_info module – Query Keycloak client authorization permissions information
keycloak_client module – Allows administration of Keycloak clients via Keycloak API
keycloak_client_rolemapping module – Allows administration of Keycloak client_rolemapping with the Keycloak API
keycloak_clientscope module – Allows administration of Keycloak client_scopes via Keycloak API
keycloak_clientscope_type module – Set the type of aclientscope in realm or client via Keycloak API
keycloak_clientsecret_info module – Retrieve client secret via Keycloak API
keycloak_clientsecret_regenerate module – Regenerate Keycloak client secret via Keycloak API
keycloak_clienttemplate module – Allows administration of Keycloak client templates via Keycloak API
keycloak_group module – Allows administration of Keycloak groups via Keycloak API
keycloak_identity_provider module – Allows administration of Keycloak identity providers via Keycloak API
keycloak_realm module – Allows administration of Keycloak realm via Keycloak API
keycloak_realm_info module – Allows obtaining Keycloak realm public information via Keycloak API
keycloak_role module – Allows administration of Keycloak roles via Keycloak API
keycloak_user module – Create and configure a user in Keycloak
keycloak_user_federation module – Allows administration of Keycloak user federations via Keycloak API
keycloak_user_rolemapping module – Allows administration of Keycloak user_rolemapping with the Keycloak API
keyring module – Set or delete a passphrase using the Operating System’s native keyring
keyring_info module – Get a passphrase using the Operating System’s native keyring
kibana_plugin module – Manage Kibana plugins
launchd module – Manage macOS services
layman module – Manage Gentoo overlays
lbu module – Local Backup Utility for Alpine Linux
ldap_attrs module – Add or remove multiple LDAP attribute values
ldap_entry module – Add or remove LDAP entries
ldap_passwd module – Set passwords in LDAP
ldap_search module – Search for entries in a LDAP server
librato_annotation module – Create an annotation in librato
linode module – Manage instances on the Linode Public Cloud
linode_v4 module – Manage instances on the Linode cloud
listen_ports_facts module – Gather facts on processes listening on TCP and UDP ports
lldp module – Get details reported by lldp
locale_gen module – Creates or removes locales
logentries module – Module for tracking logs via logentries.com
logentries_msg module – Send a message to logentries
logstash_plugin module – Manage Logstash plugins
lvg module – Configure LVM volume groups
lvg_rename module – Renames LVM volume groups
lvol module – Configure LVM logical volumes
lxc_container module – Manage LXC Containers
lxca_cmms module – Custom module for lxca cmms inventory utility
